OBJECTID,subcatchments_recon_aa_20211027_Id,subcatchments_recon_aa_20211027_Shape_Area,gridcode_float,AREA,PERCENTAGE
92,2,0.000009229868198,55,0.000000099720856,1.080414738486646
93,2,0.000009229868198,56,0.000000062185901,0.673746360933678
94,2,0.000009229868198,57,0.000000060185772,0.652076185712660
95,2,0.000009229868198,58,0.000000026651101,0.288748440805442
96,2,0.000009229868198,59,0.000000026651100,0.288748440653068
97,2,0.000009229868198,60,0.000000036002726,0.390067609463021
98,4,0.000020206970474,1,0.000000007651907,0.037867660338651
99,4,0.000020206970474,3,0.000000008883700,0.043963543017378
100,4,0.000020206970474,5,0.000000005025251,0.024868900854500
101,4,0.000020206970474,6,0.000000008087899,0.040025293057681
102,4,0.000020206970474,7,0.000000001475216,0.007300530790477
103,4,0.000020206970474,8,0.000000015815990,0.078269968902253
104,4,0.000020206970474,9,0.000000002950483,0.014601315058428
105,4,0.000020206970474,10,0.000000003577797,0.017705755661920
106,4,0.000020206970474,11,0.000000013166801,0.065159698317002
107,4,0.000020206970474,12,0.000000023449520,0.116046689634605
108,4,0.000020206970474,13,0.000000008883700,0.043963543030635
109,4,0.000020206970474,14,0.000000036082466,0.178564453881947
110,4,0.000020206970474,15,0.000000017767400,0.087927086021499
111,4,0.000020206970474,16,0.000000028372156,0.140407766873799
112,4,0.000020206970474,17,0.000000048670900,0.240861936644849
113,4,0.000020206970474,18,0.000000042267815,0.209174426426225
114,4,0.000020206970474,19,0.000000029428959,0.145637660233685
115,4,0.000020206970474,20,0.000000115666830,0.572410544436854
116,4,0.000020206970474,21,0.000000102300332,0.506262589495274
117,4,0.000020206970474,22,0.000000069969809,0.346265706069856
118,4,0.000020206970474,23,0.000000121436948,0.600965634171316
119,4,0.000020206970474,24,0.000000082217815,0.406878484700788
120,4,0.000020206970474,25,0.000000262351875,1.298323640906105
121,4,0.000020206970474,26,0.000000215738407,1.067643499072005
122,4,0.000020206970474,27,0.000000262058252,1.296870566364084
123,4,0.000020206970474,28,0.000000224750791,1.112243873893255
124,4,0.000020206970474,29,0.000000266907154,1.320866750803304
125,4,0.000020206970474,30,0.000000289003352,1.430216132784776
126,4,0.000020206970474,31,0.000000335506767,1.660351644595089
127,4,0.000020206970474,32,0.000000341945199,1.692214078889583
128,4,0.000020206970474,33,0.000000504614321,2.497228969882761
129,4,0.000020206970474,34,0.000000466917799,2.310676899604857
130,4,0.000020206970474,35,0.000000625151373,3.093741208877558
131,4,0.000020206970474,36,0.000000522010346,2.583318199913031
132,4,0.000020206970474,37,0.000000638669843,3.160641242269393
133,4,0.000020206970474,38,0.000000767421420,3.797805419631593
134,4,0.000020206970474,39,0.000000744254100,3.683155279650951
135,4,0.000020206970474,40,0.000000872306717,4.316860452022419
